date,Ice Harbor Daily Streamflows (unit:cfs),Lower Monumental (unit:cfs),Little Goose (unit:cfs),Lower Granite (unit:cfs)
2006-06-28,57958,57971,57686,57266
2006-06-29,53399,53595,53317,53150
2006-06-30,49454,49541,49258,49149
2006-07-01,45848,45848,45593,45284
2006-07-02,44856,44973,44728,44518
2006-07-03,42228,42363,42125,41702
2006-07-04,40010,40074,39846,39531
2006-07-05,40597,40632,40407,40480
2006-07-06,40751,40738,40515,40186
2006-07-07,38004,37966,37751,37392
2006-07-08,37750,37648,37439,36928
2006-07-09,32612,32497,32298,31664
2006-07-10,32457,32468,32276,32047
2006-07-11,30580,30537,30348,30053
2006-07-12,30703,30642,30459,30241
2006-07-13,29384,29382,29195,28932
2006-07-14,30315,30298,30118,29851
2006-07-15,29860,29878,29704,29568
2006-07-16,29634,29571,29399,29141
2006-07-17,30176,30041,29875,29635
2006-07-18,26735,26712,26550,26274
2006-07-19,28346,28297,28137,27959
2006-07-20,27814,27720,27559,27549
2006-07-21,26235,26312,26156,25960
2006-07-22,27492,27491,27340,27260
2006-07-23,27379,27292,27144,26872
2006-07-24,24725,24730,24588,24481
2006-07-25,26836,26793,26653,26618
2006-07-26,26674,26612,26473,26365
2006-07-27,23905,23844,23704,23475
2006-07-28,24188,24062,23925,23963
2006-07-29,25337,25391,25255,25359
2006-07-30,21762,22086,21943,21688
2006-07-31,22613,22963,22820,22716
2006-08-01,21966,22390,22276,22289
2006-08-02,23100,23574,23464,23632
2006-08-03,22498,22880,22770,22598
2006-08-04,19016,19371,19259,19200
2006-08-05,20559,20980,20868,20958
2006-08-06,20391,20971,20861,20801
2006-08-07,19857,20432,20325,20373
2006-08-08,20342,20697,20590,20429
2006-08-09,19926,20034,19929,19901
2006-08-10,21085,21126,21020,21073
2006-08-11,17589,17502,17394,17231
2006-08-12,17811,17719,17608,17799
2006-08-13,19027,18909,18804,18712
2006-08-14,19951,19630,19527,19425
2006-08-15,18460,18148,18048,17849
2006-08-16,18269,17923,17824,17831
2006-08-17,15741,15434,15332,15741
2006-08-18,18756,18406,18306,18261
2006-08-19,17674,17185,17087,16997
2006-08-20,17126,16674,16578,16484
2006-08-21,16420,16029,15935,15843
2006-08-22,14915,14466,14374,14340
2006-08-23,16591,16274,16181,16213
2006-08-24,15355,15174,15083,14945
2006-08-25,16044,15892,15798,15827
2006-08-26,14727,14623,14531,14508
2006-08-27,14901,15031,14941,15106
2006-08-28,15027,15595,15506,15518
2006-08-29,14150,14850,14760,14572
2006-08-30,14857,15569,15477,15456
2006-08-31,16428,17256,17159,17090
2006-09-01,16426,17300,17229,17093
2006-09-02,16084,16931,16860,16794
2006-09-03,18523,19364,19292,19272
2006-09-04,12660,13380,13311,13354
2006-09-05,15446,16106,16041,16080
2006-09-06,16269,16687,16620,16868
2006-09-07,15537,15597,15529,15360
2006-09-08,15909,16000,15920,15759
2006-09-09,15522,15627,15549,15364
2006-09-10,14182,14179,14102,14378
2006-09-11,15726,15704,15626,15628
2006-09-12,15582,15521,15448,15473
2006-09-13,15442,15442,15371,15658
2006-09-14,17799,17884,17810,17669
2006-09-15,16337,16396,16316,16188
2006-09-16,15339,15460,15377,15509
2006-09-17,16388,16482,16400,16580
2006-09-18,16446,16317,16235,16364
2006-09-19,16961,16785,16700,16920
2006-09-20,18855,18835,18741,19116
2006-09-21,20437,20454,20351,20645
2006-09-22,22402,22325,22199,22464
2006-09-23,22699,22560,22440,22408
2006-09-24,23067,22938,22819,22532
2006-09-25,22129,21968,21853,21660
2006-09-26,25718,25551,25444,25287
2006-09-27,17322,17286,17181,17066
2006-09-28,19251,19370,19264,19200
2006-09-29,20193,20239,20139,20063
2006-09-30,20009,19926,19832,19681
2006-10-01,20250,20145,20094,20029
2006-10-02,19965,19976,19912,19893
2006-10-03,20265,20379,20312,20334
2006-10-04,18819,18903,18832,18816
2006-10-05,19379,19523,19423,19497
2006-10-06,20677,20707,20609,20675
2006-10-07,20394,20375,20282,20212
2006-10-08,19843,19852,19768,19798
2006-10-09,20271,20200,20103,20287
2006-10-10,21337,21325,21233,21505
2006-10-11,20966,21068,20985,20819
2006-10-12,21145,21223,21137,21124
2006-10-13,20630,20623,20535,20513
2006-10-14,19096,19141,19051,18941
2006-10-15,19469,19547,19450,19518
2006-10-16,20086,20205,20091,20178
2006-10-17,19768,19821,19698,19905
2006-10-18,20179,20174,20057,20047
2006-10-19,20257,20354,20235,20164
2006-10-20,20576,20595,20453,20622
2006-10-21,21344,21286,21155,21476
2006-10-22,21467,21423,21279,20971
2006-10-23,20600,20492,20348,20055
2006-10-24,19281,19199,19057,18891
2006-10-25,19434,19378,19233,19153
2006-10-26,18226,18205,18066,18032
2006-10-27,16819,16711,16575,16554
2006-10-28,18765,18597,18460,18626
2006-10-29,19068,19035,18903,19008
2006-10-30,19051,19126,18993,18793
2006-10-31,18711,18768,18634,18503
2006-11-01,18387,18461,18339,18219
2006-11-02,18967,19086,18907,18733
2006-11-03,16479,16427,16203,16183
2006-11-04,18566,18379,18157,18641
2006-11-05,21019,20782,20439,21649
2006-11-06,25602,25550,25134,26944
2006-11-07,48421,48502,47910,55227
2006-11-08,85985,85849,84695,88306
2006-11-09,69073,68846,67687,61793
2006-11-10,48386,48342,47360,44895
2006-11-11,40259,40304,39510,38503
2006-11-12,37738,37774,37093,36447
2006-11-13,34615,34615,33934,33427
2006-11-14,32054,32091,31306,31110
2006-11-15,31438,31625,30870,30691
2006-11-16,30839,31022,30211,30175
2006-11-17,33287,33461,32666,32806
2006-11-18,30892,31088,30389,29863
2006-11-19,28861,28930,28281,28039
2006-11-20,28959,28849,28157,28426
2006-11-21,32259,32138,31406,32233
2006-11-22,34259,34235,33475,33590
2006-11-23,35115,35175,34230,34184
2006-11-24,34012,34075,32995,32928
2006-11-25,32468,32425,31340,30993
2006-11-26,32988,32816,31770,31360
2006-11-27,31452,31273,30172,29957
2006-11-28,28791,28745,27779,27615
2006-11-29,27543,27605,26828,26354
2006-11-30,25953,25878,25159,24784
2006-12-01,25253,25013,24182,24108
2006-12-02,26330,26080,25275,25533
2006-12-03,25720,25497,24714,24383
2006-12-04,25292,25094,24324,24152
2006-12-05,23454,23363,22592,22632
2006-12-06,25613,25702,24932,25097
2006-12-07,25495,25616,24830,24827
2006-12-08,24661,24807,24004,23988
2006-12-09,24572,24750,23924,23914
2006-12-10,24804,25003,24126,24155
2006-12-11,25014,25207,24263,24463
2006-12-12,26119,26253,25223,25484
2006-12-13,29907,30070,28843,30184
2006-12-14,37082,37342,35584,36895
2006-12-15,42566,42715,40024,41055
2006-12-16,45119,45088,42100,41684
2006-12-17,40683,40647,38060,36699
2006-12-18,33674,33507,31594,30426
2006-12-19,28870,28572,26993,26208
2006-12-20,24984,24812,23441,23157
2006-12-21,25782,25782,24522,24569
2006-12-22,24347,24404,23221,23457
2006-12-23,26099,26100,24965,25307
2006-12-24,27310,27179,26113,26182
2006-12-25,23090,22990,21925,21932
2006-12-26,28081,28059,26882,27312
2006-12-27,30867,30779,29382,30479
2006-12-28,36511,36456,34506,35009
2006-12-29,34585,34348,32649,31824
2006-12-30,33003,32634,31210,30589
2006-12-31,30285,30032,28749,28298
2007-01-01,26999,26806,25514,25291
2007-01-02,26666,26557,25309,25357
2007-01-03,28425,28294,25916,26328
2007-01-04,35771,35756,29068,29598
2007-01-05,32916,33059,28399,27918
2007-01-06,29881,29998,26866,26626
2007-01-07,28875,28882,26241,26151
2007-01-08,29391,29668,27143,27354
2007-01-09,28749,29238,26140,26028
2007-01-10,28856,29083,26108,26180
2007-01-11,29305,29298,26395,26251
2007-01-12,27660,27642,25435,24474
2007-01-13,23028,23124,21360,20602
2007-01-14,21161,21124,19560,19383
2007-01-15,21649,21515,20140,20130
2007-01-16,21163,21097,19715,19846
2007-01-17,24718,24670,23284,23719
2007-01-18,21207,21168,19842,20016
2007-01-19,26734,26636,25310,25472
2007-01-20,25780,25591,24250,24638
2007-01-21,28318,28157,26843,27013
2007-01-22,28246,28105,26807,26583
2007-01-23,27588,27547,26271,26197
2007-01-24,27232,27339,26078,26000
2007-01-25,28710,28822,27586,27389
2007-01-26,24074,24078,22852,22742
2007-01-27,25817,25860,24646,24564
2007-01-28,27026,27103,25911,25816
2007-01-29,27287,27342,26201,26127
2007-01-30,24199,24469,23382,23313
2007-01-31,24837,25106,24036,24167
2007-02-01,25704,25847,24608,24755
2007-02-02,26646,26726,25500,25439
2007-02-03,26121,26044,24820,24671
2007-02-04,25460,25222,23937,23917
2007-02-05,26506,26346,24934,24972
2007-02-06,23722,23743,22184,22303
2007-02-07,23699,23783,21920,22343
2007-02-08,26125,26177,24102,24334
2007-02-09,28320,28265,25972,26567
2007-02-10,30245,30320,27617,28342
2007-02-11,35178,35353,32439,32932
2007-02-12,39729,39815,36605,37730
2007-02-13,42861,42916,39652,39512
2007-02-14,42488,42640,39697,39413
2007-02-15,43100,43259,40459,40868
2007-02-16,48941,48968,45235,47083
2007-02-17,53901,53847,49097,48820
2007-02-18,51973,51962,48125,47780
2007-02-19,48406,48460,44892,44587
2007-02-20,49122,49167,45593,45352
2007-02-21,45980,46068,41924,41550
2007-02-22,43530,43648,39824,39251
2007-02-23,40471,40553,37353,36997
2007-02-24,39760,39839,36910,36584
2007-02-25,37473,37525,34869,34652
2007-02-26,38467,38419,35800,35708
2007-02-27,36380,36310,33714,33452
2007-02-28,33145,32825,30413,30236
2007-03-01,34614,34302,32196,32015
2007-03-02,34692,34563,32596,32284
2007-03-03,33253,32987,31171,30977
2007-03-04,29738,29463,27709,27668
2007-03-05,30555,30291,28542,28656
2007-03-06,31958,31672,29906,30195
2007-03-07,32038,31935,30082,30666
2007-03-08,37575,37620,35438,36689
2007-03-09,45793,45846,42631,43223
2007-03-10,44263,44490,41271,41407
2007-03-11,48326,48509,45520,46177
2007-03-12,56737,56739,53300,55173
2007-03-13,70558,70675,65933,68838
2007-03-14,80310,80538,75244,75795
2007-03-15,75989,76263,71790,70180
2007-03-16,67914,68187,64585,63601
2007-03-17,63238,63137,59970,59469
2007-03-18,62026,61900,58937,59148
2007-03-19,65301,65320,62423,63537
2007-03-20,68970,68920,65934,66769
2007-03-21,76117,76138,73125,73000
2007-03-22,72632,72735,69778,68808
2007-03-23,65551,65410,62720,62061
2007-03-24,62982,62516,60019,59802
2007-03-25,63867,63495,60996,61668
2007-03-26,74244,74058,71412,73290
2007-03-27,76899,76854,73927,73539
2007-03-28,73337,72935,70006,69256
2007-03-29,69235,68558,65665,64721
2007-03-30,60682,60132,57537,56872
2007-03-31,60756,60099,57698,57331
2007-04-01,59276,58522,56486,56161
2007-04-02,57278,56815,54897,54419
2007-04-03,53028,52829,51020,50725
2007-04-04,47705,47558,45853,45280
2007-04-05,47843,47479,45871,45609
2007-04-06,47859,47400,45847,46189
2007-04-07,46555,46486,44966,45594
2007-04-08,50617,50748,49199,50247
2007-04-09,59546,59607,57932,59338
2007-04-10,66973,67011,65203,65997
2007-04-11,65053,65103,63201,62436
2007-04-12,58880,58791,57064,56505
2007-04-13,57910,57744,56164,55241
2007-04-14,51622,51488,50008,49592
2007-04-15,53236,53245,51799,52034
2007-04-16,53656,53715,52316,52159
2007-04-17,52946,52975,51565,51484
2007-04-18,53686,53669,52286,52656
2007-04-19,54700,54606,53249,53077
2007-04-20,54005,53995,52698,52122
2007-04-21,49404,49501,48260,47820
2007-04-22,47113,47343,46116,45923
2007-04-23,49596,49795,48583,48866
2007-04-24,49912,49912,48767,49384
2007-04-25,51971,51889,50741,51200
2007-04-26,55940,56011,54862,55212
2007-04-27,55519,55491,54363,54511
2007-04-28,58072,58019,56886,57696
2007-04-29,65502,65660,64493,66517
2007-04-30,77420,77528,76333,78565
2007-05-01,90445,90392,89476,91144
2007-05-02,101128,101018,100067,101206
2007-05-03,106185,106160,105164,105359
2007-05-04,100012,100053,99098,97925
2007-05-05,91380,91413,90503,88629
2007-05-06,80716,80553,79700,78253
2007-05-07,73933,73847,73045,72269
2007-05-08,70864,70839,70065,70149
2007-05-09,76373,76164,75375,76652
2007-05-10,86382,86247,85445,87358
2007-05-11,98546,98515,97705,99346
2007-05-12,103080,102998,102200,102891
2007-05-13,109521,109409,108608,109335
2007-05-14,108797,108699,107925,107169
2007-05-15,101802,101756,101020,100144
2007-05-16,96557,96695,95994,95615
2007-05-17,96385,96490,95802,95985
2007-05-18,102007,101931,101264,102186
2007-05-19,104035,103992,103348,103147
2007-05-20,100171,100248,99609,99089
2007-05-21,97854,97898,97226,96767
2007-05-22,92325,92323,91666,90546
2007-05-23,85234,85329,84687,83304
2007-05-24,77741,77831,77211,76070
2007-05-25,71885,71882,71268,70333
2007-05-26,67716,67698,67125,66492
2007-05-27,63887,63966,63426,63220
2007-05-28,65025,65204,64672,65073
2007-05-29,65902,66052,65532,65071
2007-05-30,62158,62216,61732,61036
2007-05-31,59730,59789,59330,59225
2007-06-01,61054,61171,60834,61194
2007-06-02,62011,62026,61699,61899
2007-06-03,64500,64403,64093,64473
2007-06-04,68629,68512,68216,68511
2007-06-05,67753,67668,67338,67569
2007-06-06,68842,68703,68346,68253
2007-06-07,66449,66357,66022,65356
2007-06-08,60922,60940,60622,59443
2007-06-09,54591,54476,54176,53623
2007-06-10,56145,56071,55739,56048
2007-06-11,62864,62864,62534,63957
2007-06-12,64167,64180,63874,63384
2007-06-13,59812,59924,59635,58816
2007-06-14,55687,55710,55416,54782
2007-06-15,53155,53099,52823,52241
2007-06-16,50199,50235,49980,49482
2007-06-17,46904,46881,46634,46217
2007-06-18,44706,44680,44443,44013
2007-06-19,42597,42615,42402,41806
2007-06-20,40675,40689,40497,40090
2007-06-21,40545,40581,40403,40130
2007-06-22,38526,38442,38267,37851
2007-06-23,35588,35512,35341,34981
2007-06-24,35037,35075,34912,34595
2007-06-25,34010,34007,33838,33605
2007-06-26,32282,32221,32061,31829
2007-06-27,33048,33010,32860,32616
2007-06-28,31758,31710,31569,31449
2007-06-29,28929,28975,28837,28720
2007-06-30,30901,30929,30785,30536
2007-07-01,31484,31365,31204,31694
2007-07-02,31607,31597,31443,32016
2007-07-03,31957,32005,31863,31099
2007-07-04,29056,29087,28950,28571
2007-07-05,28529,28537,28405,28174
2007-07-06,27040,27012,26886,26641
2007-07-07,26455,26440,26314,26026
2007-07-08,26721,26703,26580,26407
2007-07-09,25390,25356,25233,25046
2007-07-10,24050,23994,23872,23549
2007-07-11,22065,22150,22030,21774
2007-07-12,21119,21201,21085,20895
2007-07-13,23139,23052,22937,22856
2007-07-14,21041,20932,20809,20736
2007-07-15,17973,17976,17861,17656
2007-07-16,18133,18299,18188,18170
2007-07-17,17521,17685,17578,17802
2007-07-18,18115,18173,18064,17974
2007-07-19,17544,17642,17520,17587
2007-07-20,18413,18474,18345,18274
2007-07-21,18247,18069,17944,17866
2007-07-22,17777,17576,17453,17397
2007-07-23,17393,17281,17162,17079
2007-07-24,16861,16853,16737,16703
2007-07-25,17034,17085,16968,16959
2007-07-26,16952,16789,16673,16627
2007-07-27,16681,16554,16443,16430
2007-07-28,17389,17432,17324,17413
2007-07-29,18072,17908,17802,17788
2007-07-30,16656,16457,16353,16260
2007-07-31,16860,16928,16825,16792
2007-08-01,16459,16469,16383,16377
2007-08-02,16831,16854,16771,16717
2007-08-03,14641,14753,14674,14601
2007-08-04,14001,13993,13919,13921
2007-08-05,13815,13810,13738,13794
2007-08-06,14766,14753,14679,14727
2007-08-07,15315,15198,15126,15263
2007-08-08,14179,14148,14078,13988
2007-08-09,13743,13975,13905,13799
2007-08-10,14355,14463,14394,14339
2007-08-11,13477,13558,13486,13441
2007-08-12,15551,15648,15573,15549
2007-08-13,14472,14457,14381,14371
2007-08-14,13618,13610,13537,13464
2007-08-15,14303,14336,14267,14136
2007-08-16,13740,13791,13723,13675
2007-08-17,14005,14076,14007,14079
2007-08-18,14174,14177,14105,14002
2007-08-19,14051,13875,13795,13681
2007-08-20,13320,13157,13065,13233
2007-08-21,14676,14519,14426,14726
2007-08-22,15615,15551,15465,15564
2007-08-23,13892,13833,13751,13641
2007-08-24,14845,14754,14670,14521
2007-08-25,13577,13569,13492,13278
2007-08-26,12785,12818,12740,12631
2007-08-27,12585,12857,12775,12866
2007-08-28,12403,13092,13006,13063
2007-08-29,12434,13252,13168,13148
2007-08-30,13631,14460,14379,14442
2007-08-31,12884,13802,13723,13744
2007-09-01,13257,14087,14009,14004
2007-09-02,13019,13842,13774,13819
2007-09-03,13231,14010,13947,13971
2007-09-04,13784,14442,14386,14389
2007-09-05,13645,14348,14296,14431
2007-09-06,14417,14896,14843,14879
2007-09-07,15082,15166,15110,15094
2007-09-08,14488,14410,14349,14102
2007-09-09,14688,14707,14643,14650
2007-09-10,14829,14857,14797,14891
2007-09-11,14557,14535,14479,14294
2007-09-12,14222,14234,14186,14131
2007-09-13,14070,14142,14089,14155
2007-09-14,14224,14266,14217,14303
2007-09-15,15073,14967,14917,14774
2007-09-16,13996,13778,13726,13704
2007-09-17,14708,14385,14329,14368
2007-09-18,14099,13754,13698,13813
2007-09-19,15190,14640,14578,14689
2007-09-20,16054,15282,15224,15324
2007-09-21,16006,15404,15345,15419
2007-09-22,15661,15360,15301,15308
2007-09-23,15970,15863,15802,15921
2007-09-24,16297,16292,16223,16630
2007-09-25,17798,17821,17748,18234
2007-09-26,18676,18859,18791,18541
2007-09-27,19186,19523,19453,19355
2007-09-28,17178,17568,17497,17364
2007-09-29,15991,16506,16428,16418
2007-09-30,16886,17643,17561,17722
2007-10-01,17736,18335,18286,18248
2007-10-02,17722,17961,17905,18340
2007-10-03,19674,19815,19725,20172
2007-10-04,21849,21872,21766,21564
2007-10-05,19651,19670,19578,19407
2007-10-06,19191,19231,19152,18944
2007-10-07,19102,19143,19064,18904
2007-10-08,18641,18625,18547,18537
2007-10-09,18173,18170,18100,18257
2007-10-10,19437,19375,19312,19205
2007-10-11,20538,20419,20350,20525
2007-10-12,19746,19717,19647,19440
2007-10-13,18225,18203,18134,17930
2007-10-14,17322,17366,17302,17196
2007-10-15,17276,17310,17241,17342
2007-10-16,17336,17327,17253,17320
2007-10-17,16840,16883,16791,16756
2007-10-18,16587,16634,16538,16605
2007-10-19,18585,18481,18361,18894
2007-10-20,19105,18994,18831,19788
2007-10-21,24573,24534,24397,25351
2007-10-22,26218,26106,25980,25554
2007-10-23,24207,24131,24007,23417
2007-10-24,22135,22129,22008,21706
2007-10-25,21364,21261,21143,21135
2007-10-26,21795,21704,21589,21571
2007-10-27,21541,21526,21407,21205
2007-10-28,21348,21362,21245,21149
2007-10-29,21573,21693,21577,21563
2007-10-30,21003,21166,21049,20927
2007-10-31,20271,20424,20310,20122
2007-11-01,19975,20112,20006,19914
2007-11-02,20017,20084,19963,20055
2007-11-03,20365,20423,20306,20264
2007-11-04,20311,20399,20287,20190
2007-11-05,19782,19763,19658,19533
2007-11-06,18618,18556,18441,18373
2007-11-07,18876,18802,18680,18719
2007-11-08,19954,19804,19687,19717
2007-11-09,19184,19065,18960,18870
2007-11-10,19106,19028,18903,18909
2007-11-11,19723,19742,19579,19784
2007-11-12,20984,21017,20860,20997
2007-11-13,21212,21126,20617,21023
2007-11-14,21847,21757,21319,21067
2007-11-15,20468,20520,20159,19993
2007-11-16,22087,22137,21750,22059
2007-11-17,25024,25071,24553,25690
2007-11-18,29684,29842,29032,30166
2007-11-19,34409,34464,33631,34332
2007-11-20,35848,35852,35133,35214
2007-11-21,33997,33968,33283,32515
2007-11-22,29787,29758,29214,28174
2007-11-23,25852,25923,25470,24754
2007-11-24,23941,24024,23614,23252
2007-11-25,22173,22189,21793,21704
2007-11-26,23340,23288,22943,23037
2007-11-27,23058,22975,22623,22829
2007-11-28,23670,23640,23339,23231
2007-11-29,22632,22715,22408,22350
2007-11-30,21974,21959,21666,21572
2007-12-01,22738,22592,21998,21925
2007-12-02,21817,21631,21033,21096
2007-12-03,23365,23090,22373,23074
2007-12-04,30295,30049,28956,30745
2007-12-05,36688,36472,34789,35457
2007-12-06,36533,36412,34589,33879
2007-12-07,32302,32392,30796,30184
2007-12-08,28407,28504,27202,26686
2007-12-09,28019,28022,26921,26535
2007-12-10,26501,26575,25598,25281
2007-12-11,25222,25370,24517,24154
2007-12-12,22868,22931,22114,21892
2007-12-13,22694,22791,22010,22120
2007-12-14,23209,23322,22563,22514
2007-12-15,22142,22197,21455,21341
2007-12-16,23498,23498,22769,22780
2007-12-17,22117,22008,21292,21307
2007-12-18,22735,22597,21888,21781
2007-12-19,22916,22810,22072,22292
2007-12-20,24527,24432,23616,23888
2007-12-21,24961,24911,24030,24186
2007-12-22,24814,24933,23839,23502
2007-12-23,23802,23897,22856,22677
2007-12-24,23078,23134,22058,22183
2007-12-25,24190,24257,23123,23144
2007-12-26,23784,23868,22578,22527
2007-12-27,23773,23811,22558,22398
2007-12-28,22769,22658,21510,21393
2007-12-29,23227,23109,22040,21941
2007-12-30,21949,21868,20871,21018
2007-12-31,22814,22777,21857,21696
2008-01-01,21412,21321,20379,20010
2008-01-02,20570,20477,19562,19318
2008-01-03,19959,19967,19057,19129
2008-01-04,22022,22055,21121,21629
2008-01-05,21856,21739,20770,20931
2008-01-06,23590,23545,22553,22674
2008-01-07,23431,23512,22501,22691
2008-01-08,24137,24242,23200,23063
2008-01-09,23776,23869,22814,22778
2008-01-10,23058,22950,21930,21789
2008-01-11,23612,23421,22394,22439
2008-01-12,24256,24234,23185,23261
2008-01-13,24142,24256,23100,23102
2008-01-14,23602,23669,22379,22439
2008-01-15,22869,22938,21565,21354
2008-01-16,23128,23121,21850,21596
2008-01-17,22226,22190,20991,20866
2008-01-18,22785,22693,21536,21587
2008-01-19,21615,21560,20437,20485
2008-01-20,21772,21861,20737,20811
2008-01-21,21313,21366,20414,20151
2008-01-22,19980,19955,19156,18839
2008-01-23,19368,19237,18469,18172
2008-01-24,16850,16760,16011,15841
2008-01-25,18753,18791,17976,18247
2008-01-26,20136,20210,19335,19602
2008-01-27,22496,22518,21558,21961
2008-01-28,21871,21849,20924,21371
2008-01-29,27282,27130,26169,25951
2008-01-30,22741,22565,21578,21348
2008-01-31,23175,23194,22116,22273
2008-02-01,23075,23094,21818,21819
2008-02-02,23845,23790,22564,22600
2008-02-03,22669,22557,21357,21225
2008-02-04,22991,22792,21620,21596
2008-02-05,22338,22156,20998,20954
2008-02-06,22377,22403,21220,21164
2008-02-07,21909,22076,20870,21093
2008-02-08,21614,21784,20545,20452
2008-02-09,25683,25861,24452,24759
2008-02-10,23685,23711,22026,22140
2008-02-11,25589,25509,23452,24022
2008-02-12,27531,27440,25106,25375
2008-02-13,29454,29478,26477,26683
2008-02-14,31202,31396,27994,27964
2008-02-15,29776,30013,26868,26658
2008-02-16,28065,28167,25342,25159
2008-02-17,28192,28127,25393,25353
2008-02-18,27184,27146,24506,24380
2008-02-19,26749,26697,24219,24027
2008-02-20,25970,25982,23589,23566
2008-02-21,25992,26059,23692,23844
2008-02-22,26848,26984,24623,24747
2008-02-23,28299,28469,26046,26372
2008-02-24,28445,28465,25938,26003
2008-02-25,29286,29217,26523,26803
2008-02-26,31807,31680,28399,28969
2008-02-27,33927,33918,30385,30653
2008-02-28,36178,36285,32631,32933
2008-02-29,36893,36998,33104,33366
2008-03-01,38534,38568,33791,34331
2008-03-02,43273,43290,37679,37902
2008-03-03,41008,41022,36353,35884
2008-03-04,38766,38738,34760,34371
2008-03-05,36473,36413,32834,32428
2008-03-06,34435,34323,31190,30878
2008-03-07,33548,33539,30712,30700
2008-03-08,32284,32328,29585,29495
2008-03-09,33000,32942,30178,30515
2008-03-10,33926,33837,30973,31076
2008-03-11,36966,36964,33829,34875
2008-03-12,41506,41532,37307,37842
2008-03-13,43140,43005,38479,38672
2008-03-14,46137,45781,41582,42331
2008-03-15,47505,47207,42830,42634
2008-03-16,45406,45261,41188,40687
2008-03-17,41907,41797,38161,37756
2008-03-18,40360,40230,36996,37073
2008-03-19,43098,43050,39866,40445
2008-03-20,43735,43709,40250,40425
2008-03-21,44905,44905,41630,41520
2008-03-22,42617,42768,39761,39256
2008-03-23,39926,40101,37381,37069
2008-03-24,38090,38272,35544,35412
2008-03-25,39372,39649,36401,36506
2008-03-26,37275,37499,34422,34215
2008-03-27,39455,39330,36472,36401
2008-03-28,37827,37347,34648,34386
2008-03-29,37067,36451,33806,33539
2008-03-30,34405,33950,31454,31083
2008-03-31,33456,32956,30514,30392
2008-04-01,32200,31521,29455,28947
2008-04-02,29614,29094,27174,26889
2008-04-03,28189,27822,26003,25991
2008-04-04,29664,29193,27466,27823
2008-04-05,31112,30568,28839,28949
2008-04-06,30214,29950,28173,28182
2008-04-07,31821,31800,29993,30315
2008-04-08,32297,32384,30515,30790
2008-04-09,34195,34202,32252,32417
2008-04-10,33730,33722,31619,31611
2008-04-11,34693,34803,32726,32997
2008-04-12,36173,36122,34134,34653
2008-04-13,42078,42006,39879,42117
2008-04-14,58391,58304,55199,57870
2008-04-15,67700,67611,62826,63915
2008-04-16,68996,68942,64408,63687
2008-04-17,62744,62807,59197,58334
2008-04-18,60235,60285,57139,57105
2008-04-19,61038,60979,57869,58109
2008-04-20,61997,61927,58967,58688
2008-04-21,59006,58837,56170,55253
2008-04-22,51579,51533,49158,48345
2008-04-23,48478,48509,46349,46170
2008-04-24,50260,50368,48319,48647
2008-04-25,50048,50188,48158,48024
2008-04-26,49332,49324,47331,47193
2008-04-27,50807,50764,48749,48975
2008-04-28,54933,54936,52783,54223
2008-04-29,69869,69933,67113,70122
2008-04-30,79890,79946,76215,76983
2008-05-01,79728,79743,76590,74969
2008-05-02,72707,72751,70154,69348
2008-05-03,68289,68292,66056,65915
2008-05-04,72023,71990,69836,70832
2008-05-05,82564,82564,80140,82519
2008-05-06,96481,96527,93600,95885
2008-05-07,108708,108752,105312,106886
2008-05-08,115748,115653,112028,112642
2008-05-09,114442,114304,110926,109994
2008-05-10,106855,106842,103912,103004
2008-05-11,102530,102553,99885,99375
2008-05-12,101088,100980,98483,97904
2008-05-13,93987,93885,91501,90641
2008-05-14,90587,90429,88092,88697
2008-05-15,104789,104562,102079,105556
2008-05-16,132770,132635,129539,134553
2008-05-17,174713,174618,170670,176466
2008-05-18,210943,210932,206391,210907
2008-05-19,248809,248715,244100,247863
2008-05-20,267155,266980,262220,263786
2008-05-21,269116,269134,264792,263365
2008-05-22,238720,238886,235561,231357
2008-05-23,200754,200884,198043,194087
2008-05-24,176420,176642,174117,171807
2008-05-25,168122,168355,165967,165208
2008-05-26,168463,168619,166133,166116
2008-05-27,168975,168976,166632,166953
2008-05-28,175482,175358,172909,173834
2008-05-29,186939,187038,184380,185956
2008-05-30,195052,195173,192284,192813
2008-05-31,196724,196686,193898,193986
2008-06-01,199841,199734,197184,197113
2008-06-02,203966,203946,201182,201318
2008-06-03,197106,197073,194476,193569
2008-06-04,188600,188441,185808,184642
2008-06-05,176286,176212,173741,172443
2008-06-06,166781,166852,164414,163378
2008-06-07,160285,160368,158472,157386
2008-06-08,148359,148318,146912,145202
2008-06-09,136198,136098,134821,133695
2008-06-10,133153,133033,131645,131416
2008-06-11,131495,131495,130104,130148
2008-06-12,136081,136084,134743,135334
2008-06-13,132360,132327,130964,130128
2008-06-14,128174,128314,126797,126485
2008-06-15,129397,129466,128069,128194
2008-06-16,132341,132323,131042,131716
2008-06-17,138542,138575,137368,138641
2008-06-18,148591,148606,147487,148424
2008-06-19,153311,153408,152386,152029
2008-06-20,146123,146194,145265,144794
2008-06-21,145152,145093,144200,144368
2008-06-22,152888,152760,151871,153130
2008-06-23,156278,156006,155178,154479
2008-06-24,144053,143743,142980,141367
2008-06-25,132790,132533,131816,130551
2008-06-26,125922,125838,125182,124001
2008-06-27,117948,118047,117440,116553
2008-06-28,113649,113759,113190,112643
2008-06-29,111458,111425,110894,110669
